T,µB,µQ,µS,p/T^4,s/T^3,nB/T^3,nS/T^3,nQ/T^3,ε/T^4,cs2,chiBB/T^2,chiQQ/T^2,chiSS/T^2,chiBQ/T^2,chiBS/T^2,chiQS/T^2,chiTB/T^2,chiTQ/T^2,chiTS/T^2,chiTT/T^2
30,200,200,200,4.09280437e-01,2.03759577e+00,4.33563077e-07,2.09809135e-01,2.09535417e-01,4.42394857e+00,1.16772799e-01,4.33567438e-07,2.12717172e-01,2.12967658e-01,4.82675548e-07,-4.39428716e-12,2.12704897e-01,8.60936274e-06,1.00299057e+00,1.00612720e+00,7.82711199e+00
30,200,200,400,4.10982444e-01,2.05859543e+00,-1.66137048e-05,2.11544027e-01,1.95381501e-03,4.48111470e+00,1.15814305e-01,1.74808342e-05,1.97709256e-03,2.14799958e-01,-1.65630300e-05,-4.99144379e-05,1.99768342e-03,-2.87897286e-04,2.21561419e-02,1.02599514e+00,8.04927976e+00
30,200,200,600,1.67504204e+03,8.80066164e+02,-8.02333644e+02,2.40780579e+03,8.03888184e+02,4.73715035e+04,5.52652976e-02,2.65536801e+02,2.67117087e+02,2.38767644e+03,-2.65535837e+02,-7.95862813e+02,7.97442123e+02,-1.36668229e+02,1.43933071e+02,4.13184826e+02,8.97649422e+02
30,200,200,800,1.56892098e+05,1.07735747e+04,-2.33497314e+04,6.85784342e+04,2.31897576e+04,1.68157323e+06,9.58780061e-02,3.23032216e+03,3.15780444e+03,2.69062030e+04,-3.15779249e+03,-9.25730853e+03,9.11226113e+03,-1.50957590e+03,1.44839192e+03,4.18622528e+03,1.17274062e+04
30,200,400,-800,8.27374034e+04,8.58374296e+03,1.61392909e+04,-4.09079828e+04,-8.78852709e+03,1.00714079e+06,9.88382916e-02,2.57084141e+03,1.45681524e+03,1.57272942e+04,-1.08756350e+03,-6.15602529e+03,3.55941278e+03,1.10033898e+03,-3.47770305e+02,-2.49052503e+03,9.39433476e+03
30,200,400,-600,3.11358794e+02,3.79786593e+02,2.03267507e+02,-3.82181911e+02,2.43529913e+01,9.39188929e+03,4.29362799e-02,1.07107843e+02,3.46694912e+01,3.98284599e+02,1.62025818e+01,-1.98010950e+02,2.26356896e+00,1.43028695e+02,8.45447947e+00,-2.77599756e+02,5.74198758e+02
30,200,400,-400,5.01382340e-01,2.90358617e+00,9.22579450e-02,-2.71845466e-01,1.22011347e-01,8.26868098e+00,7.93292488e-02,9.22157002e-02,1.83197101e-01,2.76893143e-01,1.21867472e-01,-6.22614692e-02,-6.03335555e-02,7.75362123e-01,1.04906730e+00,-1.50226857e+00,1.45448711e+01
30,200,400,-200,2.32637149e-01,1.16342837e+00,3.09987830e-02,-7.68837055e-05,6.19791153e-02,1.96435053e+00,1.36799416e-01,3.09941467e-02,1.23201763e-01,6.02408469e-04,6.16100848e-02,-7.68836445e-05,1.85881771e-04,2.89049686e-01,5.77481349e-01,-1.11871533e-03,5.53920984e+00
30,200,400,0,4.40027577e-01,2.35453624e+00,3.09219987e-02,2.09546282e-01,2.71185959e-01,5.73646811e+00,9.85368231e-02,3.09173624e-02,3.35567118e-01,2.12705664e-01,6.15333036e-02,-9.78410786e-08,2.12704800e-01,2.87933087e-01,1.57649725e+00,1.00312774e+00,1.05444154e+01
30,200,400,200,2.34245228e-01,1.18291897e+00,3.09218992e-02,2.21049084e-03,6.35872153e-02,2.01738588e+00,1.35812293e-01,3.09172664e-02,1.24809897e-01,2.21053967e-03,6.15332041e-02,-3.44527330e-09,1.94777530e-03,2.87930970e-01,5.95364336e-01,2.49963887e-02,5.73977991e+00
30,200,400,400,1.99629165e+00,1.12328871e+01,1.75283582e-02,1.80427736e+00,1.63054657e+00,5.51511037e+01,5.05415077e-02,4.43103074e-02,1.71749175e+00,1.90966311e+00,4.81401645e-02,-3.92159391e-02,1.62045252e+00,1.44279032e-01,7.99369667e+00,8.69905428e+00,4.81275669e+01
30,200,400,600,1.50298464e+04,2.11702084e+03,-3.59210066e+03,1.06164218e+04,3.59220420e+03,2.23364329e+05,9.00744447e-02,6.32451413e+02,6.32554339e+02,5.32914458e+03,-6.32357999e+02,-1.82473070e+03,1.82474072e+03,-3.15565849e+02,3.16535975e+02,8.86385567e+02,2.35288812e+03
30,200,400,800,4.08456718e+05,2.34461506e+04,-5.69017700e+04,1.64439584e+05,5.67518603e+04,4.37739134e+06,9.79546037e-02,7.11547520e+03,7.05368409e+03,5.81198966e+04,-7.04285308e+03,-2.01600428e+04,2.00256300e+04,-1.97107205e+03,1.94591323e+03,5.44847926e+03,2.34912747e+04
30,200,600,-800,5.52711481e+04,8.32632992e+03,1.33790904e+04,-2.55857519e+04,1.17237742e+03,7.47983383e+05,9.12408583e-02,2.49072210e+03,2.00230936e+03,1.01057321e+04,4.63732260e+02,-4.51603909e+03,1.07425698e+03,1.17898828e+03,2.98972993e+02,-2.05739870e+03,9.17673980e+03
30,200,600,-600,3.87729890e+03,1.55096672e+03,1.55365280e+03,-9.36478480e+02,2.17066853e+03,7.01742934e+04,7.46628761e-02,4.65819273e+02,1.01920653e+03,4.74660707e+02,6.01877663e+02,-3.29524839e+02,-1.84390026e+02,3.00858211e+02,3.26352425e+02,-2.74493376e+02,1.69225355e+03
30,200,600,-400,1.98680664e+03,7.80420092e+02,8.10958607e+02,-3.39820097e+01,1.58798510e+03,3.64127996e+04,8.21170888e-02,2.34193635e+02,8.60110751e+02,2.55605282e+01,4.42806483e+02,-2.53456345e+01,-2.53434447e+01,1.32621617e+02,2.19686347e+02,-4.56783476e+01,8.46555915e+02
30,200,600,-200,1.94739179e+03,6.91071878e+02,7.77247216e+02,1.48911733e-01,1.55448395e+03,3.50140145e+04,8.35753780e-02,2.08909298e+02,8.35039820e+02,2.73301954e-01,4.17523109e+02,-6.03342923e-02,1.52370610e-01,8.84308105e+01,1.76507402e+02,5.24429860e-01,7.16053576e+02
30,200,600,0,1.94712517e+03,6.89358605e+02,7.77186921e+02,1.87085350e-03,1.55421606e+03,3.50078008e+04,8.36668868e-02,2.08849040e+02,8.34768805e+02,2.02532009e-03,4.17462852e+02,-7.68792120e-05,1.87089315e-03,8.79562266e+01,1.75051687e+02,2.08803273e-02,7.07340412e+02
30,200,600,200,1.94866628e+03,6.98058055e+02,7.77186843e+02,1.55577882e+00,1.55576955e+03,3.50564003e+04,8.36209866e-02,2.08848965e+02,8.36348019e+02,1.58150462e+00,4.17462774e+02,-2.70719159e-06,1.58123909e+00,8.79550845e+01,1.82305276e+02,7.27972434e+00,7.43126711e+02
30,200,600,400,1.95771812e+03,7.42814365e+02,7.66956906e+02,3.01595102e+01,1.56445592e+03,3.55893874e+04,8.27088688e-02,2.18797363e+02,8.44727125e+02,8.60264976e+01,4.07514375e+02,-2.90984189e+01,2.91103631e+01,4.70881740e+01,2.16016040e+02,1.19615378e+02,8.98870462e+02
30,200,600,600,6.07992620e+04,5.96391170e+03,-9.78007654e+03,3.03693122e+04,1.21214600e+04,7.29779583e+05,9.99563343e-02,1.76956106e+03,2.40612453e+03,1.22509294e+04,-1.14324836e+03,-4.32088655e+03,4.33153123e+03,-6.38617314e+02,9.36873556e+02,1.92546741e+03,6.71505063e+03
30,200,600,800,9.73798696e+05,3.78973732e+04,-1.15996081e+05,3.33014370e+05,1.18392931e+05,9.53903327e+06,1.20696908e-01,1.13236313e+04,1.22950315e+04,8.78362261e+04,-1.06247898e+04,-3.08109278e+04,3.10838806e+04,-2.22477645e+03,2.91261631e+03,6.33730831e+03,3.90107550e+04
30,200,800,-800,1.31309246e+05,1.60877357e+04,2.69468638e+04,-2.56746411e+04,2.81491565e+04,1.49972552e+06,9.38010194e-02,4.84224978e+03,7.94357652e+03,8.86072841e+03,4.60354999e+03,-5.04313047e+03,-1.22642078e+03,2.28283774e+03,2.17679216e+03,-2.35664512e+03,1.72356630e+04
30,200,800,-600,6.20035873e+04,7.09975179e+03,1.22052393e+04,-3.37103416e+03,2.09686566e+04,6.53049286e+05,1.01461461e-01,2.12177492e+03,6.26490218e+03,8.97027817e+02,3.45445570e+03,-7.51966174e+02,-6.06905588e+02,1.08839262e+03,1.63595581e+03,-5.05230365e+02,7.97850447e+03
30,200,800,-400,5.09749207e+04,5.42834066e+03,9.61066045e+03,-6.16468853e+02,1.85342727e+04,5.20991346e+05,1.03211574e-01,1.62676673e+03,5.84263602e+03,1.84856581e+02,3.03197714e+03,-1.84429246e+02,-1.84214614e+02,7.95953720e+02,1.40582118e+03,-1.51479257e+02,5.99599705e+03
30,200,800,-200,4.93458474e+04,4.89581978e+03,9.02796336e+03,-3.37691140e+01,1.79513690e+04,4.94664695e+05,1.04789599e-01,1.46768215e+03,5.68334166e+03,2.53459180e+01,2.87289353e+03,-2.53437074e+01,-2.53417596e+01,6.89140950e+02,1.29803901e+03,-4.46357790e+01,5.40917518e+03
30,200,800,0,4.93079742e+04,4.81517838e+03,8.99425293e+03,1.49514176e+00,1.79192121e+04,4.93314547e+05,1.04957579e-01,1.44239878e+03,5.65963757e+03,1.64157164e+00,2.84761015e+03,-6.03343887e-02,1.52090240e+00,6.44961870e+02,1.26111461e+03,6.80097907e+00,5.31455056e+03
30,200,800,200,4.93063843e+04,4.80607177e+03,8.99419158e+03,1.41795909e-02,1.79176093e+04,4.93263974e+05,1.04968332e-01,1.44233958e+03,5.65800908e+03,1.63551217e-02,2.84754884e+03,-2.12720196e-03,1.39176988e-02,6.44474190e+02,1.25349698e+03,1.47767642e-01,5.27613361e+03
30,200,800,400,5.12508818e+04,5.95800260e+03,8.03256543e+03,2.73496797e+03,1.88892069e+04,5.48435980e+05,9.95864725e-02,1.77971766e+03,6.00602183e+03,2.68414122e+03,2.51017061e+03,-9.39487304e+02,9.50133917e+02,4.50156430e+02,1.48297624e+03,5.57020856e+02,6.52967651e+03
30,200,800,600,2.28117865e+05,1.84564797e+04,-1.90342345e+04,7.81259236e+04,4.61714567e+04,2.45720103e+06,9.48095186e-02,5.37798716e+03,1.00116558e+04,3.00678992e+04,-1.08809794e+03,-1.06426180e+04,1.10606282e+04,-1.00576352e+03,3.38976077e+03,4.90170455e+03,2.04348108e+04
30,200,800,800,2.08005212e+06,5.88112354e+04,-1.98059619e+05,5.78664668e+05,2.24856955e+05,1.80856049e+07,1.41398233e-01,1.77766087e+04,2.19720855e+04,1.20579692e+05,-1.34141908e+04,-4.36325057e+04,4.35397953e+04,-2.33555336e+03,4.31446364e+03,7.21711705e+03,6.02562616e+04
30,400,-800,-800,1.10197599e+07,1.51771466e+05,7.90906117e+05,-2.01525903e+06,-7.73548298e+05,7.40456218e+07,1.83175202e-01,4.59972661e+04,4.36152461e+04,2.64253214e+05,-4.34454419e+04,-1.05904665e+05,1.01053704e+05,7.05235858e+03,-6.32601487e+03,-1.33777877e+04,1.53927877e+05
30,400,-800,-600,2.49691744e+06,7.43523005e+04,2.63489966e+05,-6.81297954e+05,-2.62467301e+05,2.17157215e+07,1.37800436e-01,2.23712059e+04,2.24861381e+04,1.39423780e+05,-2.19506708e+04,-5.37910350e+04,5.34860997e+04,4.90573736e+03,-5.26266030e+03,-1.04966238e+04,7.62939623e+04
30,400,-800,-400,2.64467560e+05,1.95667470e+04,4.22341141e+04,-1.03304764e+05,-4.23082832e+04,2.82383845e+06,1.00367729e-01,5.85366362e+03,5.92230207e+03,3.54315391e+04,-5.79420018e+03,-1.38187969e+04,1.38279493e+04,2.49009569e+03,-2.68451061e+03,-5.79355435e+03,2.14344188e+04
30,400,-800,-200,7.54259353e+03,2.86522588e+03,2.73038962e+03,-5.64590556e+03,-2.79533970e+03,1.43909590e+05,6.17304713e-02,8.49488595e+02,9.08239893e+02,4.01205489e+03,-7.90772670e+02,-1.70105118e+03,1.70106312e+03,5.72598558e+02,-7.35967499e+02,-1.12641448e+03,3.32569222e+03
30,400,-800,0,8.75667146e+01,2.66706811e+02,3.45224545e+01,-3.68296394e+01,-1.01016113e+02,3.33320250e+03,3.77205148e-02,6.52342985e+01,1.25554891e+02,2.99115958e+01,-6.51837637e+00,-2.68370092e+01,2.84182458e+01,4.87619069e+01,-2.19287035e+02,-6.01459862e+01,5.67198316e+02
30,400,-800,200,4.58579887e+01,1.63792333e+02,6.03730158e-02,-6.20592188e-02,-6.50004659e+01,1.85167135e+03,3.89974103e-02,3.92042837e+01,9.79455876e+01,6.25498208e-02,1.95116386e+01,-6.03368367e-02,6.22844132e-02,4.75723445e-01,-1.63746175e+02,-4.94748052e-01,3.77242637e+02
30,400,-800,400,4.62115241e+01,1.65628749e+02,1.34278671e-13,1.51184237e-15,-6.51478451e+01,1.85669310e+03,3.86106020e-02,3.91441018e+01,9.80961629e+01,4.25563553e-01,1.95719740e+01,-1.53758171e-04,2.12704897e-01,1.82027673e-13,-1.64253816e+02,5.68717035e-15,3.83313851e+02
30,400,-800,600,4.58579887e+01,1.63792333e+02,-6.03730158e-02,6.20592188e-02,-6.49987797e+01,1.85167135e+03,3.89974103e-02,3.92042837e+01,9.79439014e+01,6.25498208e-02,1.96323082e+01,-6.03368367e-02,-6.00714291e-02,-4.75723445e-01,-1.63727151e+02,4.94748052e-01,3.77242637e+02
30,400,-800,800,8.75667146e+01,2.66706811e+02,-3.45224545e+01,3.68296394e+01,-9.87089281e+01,3.33320250e+03,3.77205148e-02,6.52342985e+01,1.23227028e+02,2.99115958e+01,4.49156656e+01,-2.68370092e+01,-2.53436593e+01,-4.87619069e+01,-2.07902956e+02,6.01459862e+01,5.67198316e+02
30,400,-600,-800,6.74440479e+06,1.15942399e+05,5.38738782e+05,-1.41493478e+06,-5.21496004e+05,4.87162357e+07,1.68987889e-01,3.50414440e+04,3.29664243e+04,2.16316095e+05,-3.25483356e+04,-8.43875176e+04,7.99022195e+04,6.08162121e+03,-5.53639331e+03,-1.28600623e+04,1.17248203e+05
30,400,-600,-600,1.17344227e+06,4.79109352e+04,1.44789678e+05,-3.85812139e+05,-1.43486701e+05,1.13909745e+07,1.20547121e-01,1.45043835e+04,1.41532874e+04,9.92388038e+04,-1.41425642e+04,-3.70078157e+04,3.62955150e+04,3.44685159e+03,-3.19021975e+03,-7.80502138e+03,4.90313199e+04
30,400,-600,-400,8.24739778e+04,8.33463364e+03,1.59793617e+04,-4.05872763e+04,-1.59786976e+04,9.99656448e+05,9.92264612e-02,2.49836793e+03,2.49770886e+03,1.54379026e+04,-2.49762030e+03,-6.01176903e+03,6.01028683e+03,1.03925489e+03,-1.03582758e+03,-2.36509176e+03,9.09208090e+03
30,400,-600,-200,3.12973778e+02,3.89098419e+02,2.03265315e+02,-3.83732664e+02,-2.04897251e+02,9.44249162e+03,4.29439696e-02,1.07105730e+02,1.08763463e+02,3.99859150e+02,-1.07105610e+02,-1.98008136e+02,1.99589369e+02,1.43001604e+02,-1.50848199e+02,-2.84820140e+02,6.13979367e+02
30,400,-600,0,3.71249364e-01,2.36762224e+00,9.19168947e-02,-6.42456828e-02,-1.70289573e-01,6.62772293e+00,7.15852639e-02,9.19526015e-02,1.70399212e-01,6.61348787e-02,-9.18352916e-02,-6.22603333e-02,6.42081040e-02,7.70861754e-01,-1.36282121e+00,-5.21116139e-01,1.39978224e+01
30,400,-600,200,5.16278941e-01,2.99789814e+00,3.06588654e-02,-2.09360507e-01,-3.16630193e-01,7.82727122e+00,8.66338457e-02,3.07321810e-02,3.19935919e-01,2.13044544e-01,-3.06148723e-02,-7.68823274e-05,2.12781779e-01,2.84570777e-01,-1.85766116e+00,-1.00125110e+00,1.48875807e+01
30,400,-600,400,5.16202256e-01,2.99670696e+00,3.05819848e-02,2.09283625e-01,-1.07269883e-01,7.82411050e+00,8.67270999e-02,3.06554959e-02,1.07417097e-01,2.12967854e-01,-3.05379918e-02,-1.95682126e-07,2.62760853e-04,2.83452142e-01,-8.56414246e-01,1.00013243e+00,1.48712579e+01
30,400,-600,600,3.09973743e-01,1.81981255e+00,3.05038802e-02,2.02706273e-03,-1.07083811e-01,4.09877469e+00,9.49509621e-02,3.07334050e-02,1.07231689e-01,2.03022254e-03,-3.04611129e-02,-7.93303990e-05,-7.62101095e-05,2.82310477e-01,-8.54531311e-01,2.31636581e-02,1.00145789e+01
30,400,-600,800,2.67806598e+00,1.60845189e+01,-7.93860056e-01,3.15671894e+00,-1.54685620e-01,9.00945363e+01,4.24250343e-02,8.50046719e-01,1.80181142e-01,4.74021191e+00,1.73663430e-02,-1.59087850e+00,-2.27816693e-02,-4.43104672e+00,-1.19417452e+00,1.63649152e+01,7.49361897e+01
30,400,-400,-800,3.91811323e+06,8.45759766e+04,3.54555479e+05,-9.53926813e+05,-3.37097174e+05,3.08265465e+07,1.57241790e-01,2.56329781e+04,2.31505165e+04,1.69134222e+05,-2.31398696e+04,-6.43080476e+04,5.94153838e+04,5.00846278e+03,-4.01178775e+03,-1.08841471e+04,8.60725695e+04
30,400,-400,-600,4.87393807e+05,2.92962653e+04,6.98589052e+04,-1.89725165e+05,-6.85458800e+04,5.18180290e+06,9.96451608e-02,8.88566303e+03,8.52385589e+03,6.46333833e+04,-8.52384385e+03,-2.35154221e+04,2.27924868e+04,2.85132623e+03,-2.55896206e+03,-7.01111894e+03,2.97496798e+04
30,400,-400,-400,1.89658652e+04,3.19604091e+03,4.77900985e+03,-1.29581578e+04,-4.77981293e+03,2.84456584e+05,8.54298295e-02,9.47109167e+02,9.47942982e+02,6.51364559e+03,-9.46361648e+02,-2.42876344e+03,2.42885053e+03,5.91902819e+02,-5.95063056e+02,-1.40195505e+03,3.68109895e+03
30,400,-400,-200,1.03034764e+00,6.43004931e+00,8.24483756e-01,-1.60315670e+00,-8.26525749e-01,3.81008731e+01,3.63125755e-02,8.19433133e-01,8.21475196e-01,3.16092913e+00,-8.19430390e-01,-1.59088208e+00,1.59282627e+00,4.71517227e+00,-4.73848740e+00,-9.11030228e+00,3.21525787e+01
30,400,-400,0,4.09220724e-01,2.03752754e+00,1.17464257e-04,-2.09625712e-01,-2.09760464e-01,4.42667919e+00,1.16653070e-01,1.17464316e-04,2.12919011e-01,2.12787349e-01,-1.17079202e-04,-7.93317201e-05,2.12784228e-01,1.77062218e-03,-1.00626117e+00,-1.00429459e+00,7.83689062e+00
30,400,-400,200,2.01675504e-01,8.44008642e-01,3.94559293e-05,-9.78447215e-08,-3.98831919e-04,6.48176324e-01,3.05085992e-01,3.94560496e-05,3.98867335e-04,5.25619554e-04,-3.90723790e-05,-9.78450384e-08,2.62858695e-04,6.30992571e-04,-4.98915233e-03,-2.07601080e-06,2.79851405e+00
30,400,-400,400,4.09142618e-01,2.03630773e+00,3.93580846e-05,2.09546380e-01,-1.35979204e-04,4.42345468e+00,1.16743986e-01,3.93584575e-05,1.36677661e-04,2.12705566e-01,-3.89745381e-05,-2.53001253e-10,6.68770799e-07,6.28916560e-04,-1.98969911e-03,1.00312981e+00,7.82004346e+00
30,400,-400,600,2.03361709e-01,8.64719552e-01,3.80145536e-05,2.21309700e-03,1.26698464e-04,7.04437331e-01,2.87642084e-01,4.07017397e-05,3.98887468e-04,2.21571423e-03,-3.88968343e-05,-2.60935847e-06,2.62723417e-04,6.03289638e-04,1.00609848e-03,2.50459671e-02,3.01594281e+00
30,400,-400,800,1.23270555e+01,6.29072687e+01,-1.02298999e+01,3.17030829e+01,9.68755614e+00,6.30429676e+02,2.93437551e-02,9.94844052e+00,9.41461489e+00,8.75957949e+01,-9.20165920e+00,-2.90984213e+01,2.78177181e+01,-4.08663281e+01,3.77590068e+01,1.26771567e+02,2.29304627e+02
30,400,-200,-800,2.13019961e+06,6.18655573e+04,2.24362175e+05,-6.13072423e+05,-2.06893778e+05,1.86510514e+07,1.40715592e-01,1.87549092e+04,1.62618129e+04,1.29961010e+05,-1.62616803e+04,-4.83908169e+04,4.34873980e+04,3.95116928e+03,-2.91837983e+03,-8.92840633e+03,6.29705574e+04
30,400,-200,-600,1.82788505e+05,1.43186821e+04,2.93414635e+04,-8.05274218e+04,-2.80299815e+04,2.02016467e+06,9.51628193e-02,4.29746701e+03,3.93722908e+03,3.10966682e+04,-3.93564768e+03,-1.13655635e+04,1.06441973e+04,1.94272518e+03,-1.65751339e+03,-5.00387745e+03,1.54935762e+04
30,400,-200,-400,1.93579510e+03,1.11452260e+03,9.62379655e+02,-2.72649058e+03,-9.61629060e+02,5.47745244e+04,5.47953993e-02,3.38126733e+02,3.37381173e+02,2.67648396e+03,-3.37379214e+02,-9.40981449e+02,9.39489251e+02,1.98447557e+02,-1.94351591e+02,-5.29983245e+02,1.14294530e+03
30,400,-200,-200,4.10338501e-01,2.05179713e+00,1.05849279e-03,-2.11863060e-01,-2.10590683e-01,4.47193015e+00,1.15752609e-01,1.05848444e-03,2.13772331e-01,2.17044922e-01,-1.05573995e-03,-2.05390834e-03,2.14755220e-01,1.31518138e-02,-1.01608059e+00,-1.03154690e+00,7.99305952e+00
30,400,-200,0,2.01289157e-01,8.38802064e-01,5.34409488e-07,-2.62857529e-04,-2.51457738e-04,6.39196417e-01,3.07971268e-01,5.34409488e-07,2.74603218e-04,2.63535153e-04,-1.48511102e-07,-1.02406127e-07,2.62861811e-04,1.07620657e-05,-2.85164285e-03,-2.99957673e-03,2.73674022e+00
30,400,-200,200,2.01289056e-01,8.38799814e-01,4.33691450e-07,2.62754996e-04,1.13966585e-05,6.39192263e-01,3.07973271e-01,4.33691450e-07,1.24118620e-05,2.63429750e-04,-4.92369849e-08,-1.26355775e-10,6.68895317e-07,8.61295915e-06,1.47853531e-04,2.99738074e-03,2.73669413e+00
30,400,-200,400,4.09280437e-01,2.03759577e+00,4.33563077e-07,2.09809135e-01,2.74151906e-04,4.42394857e+00,1.16772799e-01,4.33567438e-07,2.74503820e-04,2.12967658e-01,-4.91125046e-08,-4.39428716e-12,2.62760853e-04,8.60936274e-06,3.14524126e-03,1.00612720e+00,7.82711199e+00
30,400,-200,600,4.10982444e-01,2.05859543e+00,-1.66137048e-05,2.11544027e-01,2.09573599e-01,4.48111470e+00,1.15814305e-01,1.74808342e-05,2.12732462e-01,2.14799958e-01,-1.58705736e-05,-4.99144379e-05,2.12752360e-01,-2.87897286e-04,1.00355110e+00,1.02599514e+00,8.04927976e+00
30,400,-200,800,1.67504204e+03,8.80066164e+02,-8.02333644e+02,2.40780579e+03,8.01583963e+02,4.73715035e+04,5.52652976e-02,2.65536801e+02,2.64792133e+02,2.38767644e+03,-2.64790174e+02,-7.95862813e+02,7.94371506e+02,-1.36668229e+02,1.32583527e+02,4.13184826e+02,8.97649422e+02
30,400,0,-800,1.07120752e+06,4.47777155e+04,1.34115342e+05,-3.67277476e+05,-1.16581067e+05,1.05558408e+07,1.20380041e-01,1.35607046e+04,1.10691959e+04,9.68787344e+04,-1.10169089e+04,-3.55945224e+04,3.06421060e+04,3.32804039e+03,-2.21404906e+03,-7.75613852e+03,4.58438201e+04
30,400,0,-600,6.29995557e+04,6.45365746e+03,1.18703601e+04,-3.29847681e+04,-1.05572040e+04,7.61420932e+05,9.81704772e-02,1.92259065e+03,1.56079171e+03,1.36855447e+04,-1.56065080e+03,-5.04389225e+03,4.32082623e+03,1.01952250e+03,-7.26107004e+02,-2.47173651e+03,7.30546428e+03
30,400,0,-400,1.17653802e+01,6.04156585e+01,1.09825466e+01,-3.18613608e+01,-1.04394071e+01,6.19902376e+02,2.74557117e-02,1.06959960e+01,1.01794732e+01,8.92147351e+01,-9.94832267e+00,-3.05926413e+01,2.93110469e+01,4.49858712e+01,-4.18689377e+01,-1.28723747e+02,2.23152413e+02
30,400,0,-200,2.19752520e-01,9.77393884e-01,4.56823289e-06,-5.31802779e-04,-2.63617273e-04,7.61247626e-01,2.75788407e-01,4.56823285e-06,1.85557157e-02,5.36837266e-04,-8.62150467e-07,-6.29253378e-06,2.65272366e-04,8.72232937e-05,-3.01345834e-03,-6.11413997e-03,3.56388681e+00
30,400,0,0,2.19224551e-01,9.70823157e-01,7.68775853e-07,-1.70042340e-09,3.83537715e-07,7.51608857e-01,2.77893875e-01,7.68775849e-07,1.82921825e-02,1.33924996e-06,3.83537713e-07,-1.70042340e-09,6.68774769e-07,1.49979920e-05,7.47690554e-06,-4.41808724e-08,3.49366098e+00
30,400,0,200,2.19748719e-01,9.77317814e-01,7.67081553e-07,5.25510243e-04,2.63138662e-04,7.61082725e-01,2.75844100e-01,7.67081549e-07,1.85542743e-02,5.25521707e-04,3.83539698e-07,-2.15394126e-12,2.62760853e-04,1.49540090e-05,3.00486124e-03,5.99476847e-03,3.56250435e+00
30,400,0,400,6.35207312e-01,3.36841502e+00,7.67049808e-07,4.19092761e-01,2.09546764e-01,8.32112142e+00,9.74505068e-02,7.67108992e-07,2.30996411e-01,4.25409795e-01,3.83512091e-07,-8.48113135e-11,2.12704897e-01,1.49530267e-05,1.00313729e+00,2.00625963e+00,1.36744958e+01
30,400,0,600,2.35551777e-01,1.16311738e+00,-1.24321271e-02,4.11916964e-02,1.43797847e-02,1.58563783e+00,1.60990891e-01,1.24331697e-02,3.26704626e-02,1.15774912e-01,-1.24307935e-02,-3.72947567e-02,3.92400777e-02,-1.31974406e-01,1.53972690e-01,4.39919786e-01,5.41739302e+00
30,400,0,800,1.47723851e+04,1.90243400e+03,-3.43364811e+03,1.03025521e+04,3.43445198e+03,2.16082796e+05,9.12440145e-02,5.61383042e+02,5.62235942e+02,5.04814357e+03,-5.60636413e+02,-1.68265587e+03,1.68274385e+03,-2.62750281e+02,2.65920130e+02,7.94590542e+02,2.19665612e+03
30,400,200,-800,5.09611398e+05,3.20549635e+04,7.48265712e+04,-1.99499284e+05,-5.61253498e+04,5.46594309e+06,9.94411476e-02,9.72045054e+03,7.22734435e+03,6.77272748e+04,-6.85848692e+03,-2.51027210e+04,1.98305581e+04,3.09347433e+03,-1.75861681e+03,-7.41773212e+03,3.25614242e+04
30,400,200,-600,1.92262951e+04,3.42850700e+03,4.93893907e+03,-1.32757672e+04,-3.55856900e+03,2.91846284e+05,8.46040306e-02,1.01958276e+03,6.57976413e+02,6.79988872e+03,-6.07075446e+02,-2.57301978e+03,1.79959777e+03,6.52987416e+02,-2.72185464e+02,-1.51297861e+03,3.91714975e+03
30,400,200,-400,1.23845994e+00,7.63224480e+00,8.26637055e-01,-1.81356910e+00,4.70834192e-02,4.19104231e+01,3.96441784e-02,8.21586415e-01,7.44590039e-02,3.37642351e+00,4.73205184e-02,-1.59369581e+00,-2.08555909e-02,4.74165184e+00,3.34011924e-01,-1.01257314e+01,3.73038109e+01
30,400,200,-200,2.01708546e-01,8.44867710e-01,4.19922620e-04,-3.43222928e-04,4.44704716e-04,6.54010984e-01,3.02800867e-01,4.19921228e-04,5.46463612e-04,3.46351755e-04,4.56149212e-04,-8.04677446e-05,-7.62069901e-05,5.65700275e-03,6.07735052e-03,-4.18370399e-03,2.81395993e+00
30,400,200,0,2.01629404e-01,8.43627471e-01,3.40781267e-04,2.62655836e-04,6.30680245e-04,6.50746352e-01,3.04115184e-01,3.40779936e-04,7.31772742e-04,2.63528914e-04,3.79369679e-04,-9.92866634e-08,2.62663014e-04,4.49590613e-03,7.95825579e-03,2.99527132e-03,2.79674774e+00
30,400,200,200,4.09620686e-01,2.04242122e+00,3.40682109e-04,2.09809135e-01,2.09914208e-01,4.43549858e+00,1.16518759e-01,3.40680778e-04,2.13173812e-01,2.12967658e-01,3.79271965e-04,-1.26355900e-10,2.12704897e-01,4.49379678e-03,1.00808861e+00,1.00612719e+00,7.88712062e+00
